,Parent,IL,Plant #,ab/ad,Stomata,Pavement,Ad.Pav,Ab.Pav,Ad.Stom,Ab.Stom,parents_only
1,Lyco,e6203  ,P1L4,ab1 ,39,90,,,,,a
2,Lyco,e6203  ,P1L4,ab2 ,34,80,,,,,a
3,Lyco,e6203  ,P1L4,ab3 ,28,59,,,,,a
4,Lyco,e6203  ,P1L4,ad1 ,9,64,,,,,a
5,Lyco,e6203  ,P1L4,ad2 ,10,62,,,,,a
6,Lyco,e6203  ,P1L4,ad3 ,11,71,,,,,a
7,Lyco,e6203  ,P2L4,ab1 ,29,46,,,,,a
8,Lyco,e6203  ,P2L4,ab2 ,24,45,,,,,a
9,Lyco,e6203  ,P2L4,ab3 ,26,50,,,,,a
10,Lyco,e6203  ,P2L4,ad1 ,6,54,,,,,a
11,Lyco,e6203  ,P2L4,ad2 ,8,59,,,,,a
12,Lyco,e6203  ,P2L4,ad3,6,52,,,,,a
13,Lyco,e6203  ,P3L4,ab1 ,24,41,,,,,a
14,Lyco,e6203  ,P3L4,ab2 ,31,54,,,,,a
15,Lyco,e6203  ,P3L4,ab3 ,26,50,,,,,a
16,Lyco,e6203  ,P3L4,ad1 ,9,51,,,,,a
17,Lyco,e6203  ,P3L4,ad2 ,10,47,,,,,a
18,Lyco,e6203  ,P3L4,ad3,9,51,,,,,a
19,Lyco,e6203  ,P4L4,ab1 ,27,66,,,,,a
20,Lyco,e6203  ,P4L4,ab2 ,30,73,,,,,a
21,Lyco,e6203  ,P4L4,ab3 ,36,76,,,,,a
22,Lyco,e6203  ,P4L4,ad1 ,13,81,,,,,a
23,Lyco,e6203  ,P4L4,ad2 ,13,80,,,,,a
24,Lyco,e6203  ,P4L4,ad3 ,15,94,,,,,a
25,Lyco,e6203  ,P5L4,ab1 ,38,94,,,,,a
26,Lyco,e6203  ,P5L4,ab2 ,42,92,,,,,a
27,Lyco,e6203  ,P5L4,ab3 ,35,87,,,,,a
28,Lyco,e6203  ,P5L4,ad1 ,11,72,,,,,a
29,Lyco,e6203  ,P5L4,ad2 ,12,82,,,,,a
30,Lyco,e6203  ,P5L4,ad3 ,19,98,,,,,a
31,Lyco,e6203  ,P6L4,ab1 ,26,55,,,,,a
32,Lyco,e6203  ,P6L4,ab2 ,34,72,,,,,a
33,Lyco,e6203  ,P6L4,ab3 ,34,55,,,,,a
34,Lyco,e6203  ,P6L4,ad1 ,7,65,,,,,a
35,Lyco,e6203  ,P6L4,ad2 ,8,50,,,,,a
36,Lyco,e6203  ,P6L4,ad3 ,11,56,,,,,a
37,Lyco,e6203  ,P7L4,ab1 ,27,48,,,,,a
38,Lyco,e6203  ,P7L4,ab2 ,26,44,,,,,a
39,Lyco,e6203  ,P7L4,ab3 ,19,39,,,,,a
40,Lyco,e6203  ,P7L4,ad1 ,6,38,,,,,a
41,Lyco,e6203  ,P7L4,ad2 ,5,52,,,,,a
42,Lyco,e6203  ,P7L4,ad3 ,4,41,,,,,a
43,Lyco,e6203  ,P8L4,ab1 ,37,79,,,,,a
44,Lyco,e6203  ,P8L4,ab2 ,49,97,,,,,a
45,Lyco,e6203  ,P8L4,ab3 ,29,61,,,,,a
46,Lyco,e6203  ,P8L4,ad1 ,9,68,,,,,a
47,Lyco,e6203  ,P8L4,ad2 ,12,81,,,,,a
48,Lyco,e6203  ,P8L4,ad3 ,8,74,,,,,a
1,Hab,LA1777,P1L4,ab1 ,81,174,*,*,,*,a
2,Hab,LA1777,P1L4,ab2 ,80,156,*,*,,*,a
3,Hab,LA1777,P1L4,ab3 ,60,149,*,*,,*,a
4,Hab,LA1777,P1L4,ad1 ,22,121,*,*,,*,a
5,Hab,LA1777,P1L4,ad2 ,20,124,*,*,,*,a
6,Hab,LA1777,P1L4,ad3 ,19,126,*,*,,*,a
7,Hab,LA1777,P2L4,ab1 ,57,144,*,*,,*,a
8,Hab,LA1777,P2L4,ab2 ,50,124,*,*,,*,a
9,Hab,LA1777,P2L4,ab3 ,62,140,*,*,,*,a
10,Hab,LA1777,P2L4,ad1 ,5,110,*,*,,*,a
11,Hab,LA1777,P2L4,ad2 ,7,116,*,*,,*,a
12,Hab,LA1777,P2L4,ad3 ,8,134,*,*,,*,a
13,Hab,LA1777,P3L4,ab1 ,71,125,*,*,,*,a
14,Hab,LA1777,P3L4,ab2 ,77,154,*,*,,*,a
15,Hab,LA1777,P3L4,ab3 ,78,150,*,*,,*,a
16,Hab,LA1777,P3L4,ad1 ,11,75,*,*,,*,a
17,Hab,LA1777,P3L4,ad2 ,10,67,*,*,,*,a
18,Hab,LA1777,P3L4,ad3 ,10,88,*,*,,*,a
19,Hab,LA1777,P4L4,ab1 ,56,102,*,*,,*,a
20,Hab,LA1777,P4L4,ab2 ,58,118,*,*,,*,a
21,Hab,LA1777,P4L4,ab3 ,51,116,*,*,,*,a
22,Hab,LA1777,P4L4,ad1 ,12,72,*,*,,*,a
23,Hab,LA1777,P4L4,ad2 ,14,78,*,*,,*,a
24,Hab,LA1777,P4L4,ad3 ,5,58,*,*,,*,a
1,IL,LA3913,P1L4,ab1 ,38,81,*,*,*,*,
2,IL,LA3913,P1L4,ab2 ,28,50,*,*,*,*,
3,IL,LA3913,P1L4,ab3 ,42,89,*,*,*,*,
4,IL,LA3913,P1L4,ad1 ,11,65,*,*,*,*,
5,IL,LA3913,P1L4,ad2 ,12,62,*,*,*,*,
6,IL,LA3913,P1L4,ad3 ,16,68,*,*,*,*,
7,IL,LA3913,P2L4,ab1 ,44,87,*,*,*,*,
8,IL,LA3913,P2L4,ab2 ,43,86,*,*,*,*,
9,IL,LA3913,P2L4,ab3 ,44,87,*,*,*,*,
10,IL,LA3913,P2L4,ad1 ,15,82,*,*,*,*,
11,IL,LA3913,P2L4,ad2 ,14,70,*,*,*,*,
12,IL,LA3913,P2L4,ad3 ,11,80,*,*,*,*,
13,IL,LA3913,P3L4,ab1 ,50,123,*,*,*,*,
14,IL,LA3913,P3L4,ab2 ,53,115,*,*,*,*,
15,IL,LA3913,P3L4,ab3 ,56,114,*,*,*,*,
16,IL,LA3913,P3L4,ad1 ,15,94,*,*,*,*,
17,IL,LA3913,P3L4,ad2 ,10,106,*,*,*,*,
18,IL,LA3913,P3L4,ad3 ,14,119,*,*,*,*,
19,IL,LA3913,P4L4,ab1 ,42,103,*,*,*,*,
20,IL,LA3913,P4L4,ab2 ,41,95,*,*,*,*,
21,IL,LA3913,P4L4,ab3 ,47,109,*,*,*,*,
22,IL,LA3913,P4L4,ad1 ,17,94,*,*,*,*,
23,IL,LA3913,P4L4,ad2 ,13,103,*,*,*,*,
24,IL,LA3913,P4L4,ad3 ,13,101,*,*,*,*,
25,IL,LA3913,P5L4,ab1 ,25,108,*,*,*,*,
26,IL,LA3913,P5L4,ab2 ,36,116,*,*,*,*,
27,IL,LA3913,P5L4,ab3 ,42,132,*,*,*,*,
28,IL,LA3913,P5L4,ad1 ,8,158,*,*,*,*,
29,IL,LA3913,P5L4,ad2 ,13,160,*,*,*,*,
30,IL,LA3913,P5L4,ad3 ,12,153,*,*,*,*,
31,IL,LA3913,P6L4,ab1 ,41,141,*,*,*,*,
32,IL,LA3913,P6L4,ab2 ,54,126,*,*,*,*,
33,IL,LA3913,P6L4,ab3 ,67,158,*,*,*,*,
34,IL,LA3913,P6L4,ad1 ,20,136,*,*,*,*,
35,IL,LA3913,P6L4,ad2 ,18,130,*,*,*,*,
36,IL,LA3913,P6L4,ad3 ,19,136,*,*,*,*,
1,IL,LA3917,P1L4,ab1 ,23,105,*,*,*,,
2,IL,LA3917,P1L4,ab2 ,28,98,*,*,*,,
3,IL,LA3917,P1L4,ab3 ,33,101,*,*,*,,
4,IL,LA3917,P1L4,ad1 ,11,120,*,*,*,,
5,IL,LA3917,P1L4,ad2 ,17,88,*,*,*,,
6,IL,LA3917,P1L4,ad3 ,14,94,*,*,*,,
7,IL,LA3917,P2L4,ab1 ,43,195,*,*,*,,
8,IL,LA3917,P2L4,ab2 ,37,157,*,*,*,,
9,IL,LA3917,P2L4,ab3 ,39,132,*,*,*,,
10,IL,LA3917,P2L4,ad1 ,19,136,*,*,*,,
11,IL,LA3917,P2L4,ad2 ,27,176,*,*,*,,
12,IL,LA3917,P2L4,ad3 ,19,140,*,*,*,,
13,IL,LA3917,P3L4,ab1 ,32,152,*,*,*,,
14,IL,LA3917,P3L4,ab2 ,42,193,*,*,*,,
15,IL,LA3917,P3L4,ab3 ,31,159,*,*,*,,
16,IL,LA3917,P3L4,ad1 ,13,156,*,*,*,,
17,IL,LA3917,P3L4,ad2 ,13,139,*,*,*,,
18,IL,LA3917,P3L4,ad3 ,19,150,*,*,*,,
19,IL,LA3917,P4L4,ab1 ,43,119,*,*,*,,
20,IL,LA3917,P4L4,ab2 ,50,127,*,*,*,,
21,IL,LA3917,P4L4,ab3 ,53,142,*,*,*,,
22,IL,LA3917,P4L4,ad1 ,20,113,*,*,*,,
23,IL,LA3917,P4L4,ad2 ,18,129,*,*,*,,
24,IL,LA3917,P4L4,ad3 ,14,115,*,*,*,,
25,IL,LA3917,P5L4,ab1 ,25,88,*,*,*,,
26,IL,LA3917,P5L4,ab2 ,21,106,*,*,*,,
27,IL,LA3917,P5L4,ab3 ,29,81,*,*,*,,
28,IL,LA3917,P5L4,ad1 ,12,98,*,*,*,,
29,IL,LA3917,P5L4,ad2 ,14,91,*,*,*,,
30,IL,LA3917,P5L4,ad3 ,14,86,*,*,*,,
31,IL,LA3917,P6L4,ab1 ,53,188,*,*,*,,
32,IL,LA3917,P6L4,ab2 ,48,142,*,*,*,,
33,IL,LA3917,P6L4,ab3 ,41,239,*,*,*,,
34,IL,LA3917,P6L4,ad1 ,16,124,*,*,*,,
35,IL,LA3917,P6L4,ad2 ,18,138,*,*,*,,
36,IL,LA3917,P6L4,ad3 ,13,159,*,*,*,,
37,IL,LA3917,P7L4,ab1 ,39,114,*,*,*,,
38,IL,LA3917,P7L4,ab2 ,38,122,*,*,*,,
39,IL,LA3917,P7L4,ab3 ,48,132,*,*,*,,
40,IL,LA3917,P7L4,ad1 ,20,128,*,*,*,,
41,IL,LA3917,P7L4,ad2 ,21,134,*,*,*,,
42,IL,LA3917,P7L4,ad3 ,17,130,*,*,*,,
43,IL,LA3917,P8L4,ab1 ,32,114,*,*,*,,
44,IL,LA3917,P8L4,ab2 ,33,108,*,*,*,,
45,IL,LA3917,P8L4,ab3 ,28,140,*,*,*,,
46,IL,LA3917,P8L4,ad1 ,21,118,*,*,*,,
47,IL,LA3917,P8L4,ad2 ,17,117,*,*,*,,
48,IL,LA3917,P8L4,ad3 ,20,136,*,*,*,,
1,IL,LA3918,P1L4,ab1 ,28,85,*,*,*,,
2,IL,LA3918,P1L4,ab2 ,38,94,*,*,*,,
3,IL,LA3918,P1L4,ab3 ,32,82,*,*,*,,
4,IL,LA3918,P1L4,ad1 ,17,82,*,*,*,,
5,IL,LA3918,P1L4,ad2 ,11,71,*,*,*,,
6,IL,LA3918,P1L4,ad3 ,9,81,*,*,*,,
7,IL,LA3918,P2L4,ab1 ,19,189,*,*,*,,
8,IL,LA3918,P2L4,ab2 ,17,176,*,*,*,,
9,IL,LA3918,P2L4,ab3 ,22,158,*,*,*,,
10,IL,LA3918,P2L4,ad1 ,14,160,*,*,*,,
11,IL,LA3918,P2L4,ad2 ,18,178,*,*,*,,
12,IL,LA3918,P2L4,ad3 ,17,172,*,*,*,,
13,IL,LA3918,P3L4,ab1 ,33,104,*,*,*,,
14,IL,LA3918,P3L4,ab2 ,29,94,*,*,*,,
15,IL,LA3918,P3L4,ab3 ,37,101,*,*,*,,
16,IL,LA3918,P3L4,ad1 ,13,91,*,*,*,,
17,IL,LA3918,P3L4,ad2 ,11,99,*,*,*,,
18,IL,LA3918,P3L4,ad3 ,10,92,*,*,*,,
1,IL,LA3921,P1L4,ab1 ,45,115,,*,,,
2,IL,LA3921,P1L4,ab2 ,45,128,,*,,,
3,IL,LA3921,P1L4,ab3 ,39,135,,*,,,
4,IL,LA3921,P1L4,ad1 ,9,78,,*,,,
5,IL,LA3921,P1L4,ad2 ,12,72,,*,,,
6,IL,LA3921,P1L4,ad3 ,9,69,,*,,,
7,IL,LA3921,P2L4,ab1 ,28,128,,*,,,
8,IL,LA3921,P2L4,ab2 ,31,84,,*,,,
9,IL,LA3921,P2L4,ab3 ,31,79,,*,,,
10,IL,LA3921,P2L4,ad1 ,4,90,,*,,,
11,IL,LA3921,P2L4,ad2 ,4,79,,*,,,
12,IL,LA3921,P2L4,ad3 ,9,95,,*,,,
13,IL,LA3921,P3L4,ab1 ,28,69,,*,,,
14,IL,LA3921,P3L4,ab2 ,33,80,,*,,,
15,IL,LA3921,P3L4,ab3 ,28,76,,*,,,
16,IL,LA3921,P3L4,ad1 ,7,68,,*,,,
17,IL,LA3921,P3L4,ad2 ,13,84,,*,,,
18,IL,LA3921,P3L4,ad3 ,12,68,,*,,,
19,IL,LA3921,P4L4,ab1 ,35,97,,*,,,
20,IL,LA3921,P4L4,ab2 ,32,89,,*,,,
21,IL,LA3921,P4L4,ab3 ,28,85,,*,,,
22,IL,LA3921,P4L4,ad1 ,10,84,,*,,,
23,IL,LA3921,P4L4,ad2 ,11,89,,*,,,
24,IL,LA3921,P4L4,ad3 ,15,94,,*,,,
1,IL,LA3922,P1L4,ab1 ,25,61,,,*,,
2,IL,LA3922,P1L4,ab2 ,22,63,,,*,,
3,IL,LA3922,P1L4,ab3 ,26,61,,,*,,
4,IL,LA3922,P1L4,ad1 ,6,55,,,*,,
5,IL,LA3922,P1L4,ad2 ,8,49,,,*,,
6,IL,LA3922,P1L4,ad3 ,6,53,,,*,,
7,IL,LA3922,P2L4,ab1 ,30,91,,,*,,
8,IL,LA3922,P2L4,ab2 ,21,80,,,*,,
9,IL,LA3922,P2L4,ab3 ,32,101,,,*,,
10,IL,LA3922,P2L4,ad1 ,4,65,,,*,,
11,IL,LA3922,P2L4,ad2 ,2,52,,,*,,
12,IL,LA3922,P2L4,ad3 ,2,44,,,*,,
13,IL,LA3922,P3L4,ab1 ,27,64,,,*,,
14,IL,LA3922,P3L4,ab2 ,32,77,,,*,,
15,IL,LA3922,P3L4,ab3 ,33,70,,,*,,
16,IL,LA3922,P3L4,ad1 ,3,44,,,*,,
17,IL,LA3922,P3L4,ad2 ,4,50,,,*,,
18,IL,LA3922,P3L4,ad3 ,3,66,,,*,,
19,IL,LA3922,P4L4,ab1 ,22,57,,,*,,
20,IL,LA3922,P4L4,ab2 ,25,55,,,*,,
21,IL,LA3922,P4L4,ab3 ,27,52,,,*,,
22,IL,LA3922,P4L4,ad1 ,6,54,,,*,,
23,IL,LA3922,P4L4,ad2 ,2,26,,,*,,
24,IL,LA3922,P4L4,ad3 ,4,38,,,*,,
25,IL,LA3922,P5L4,ab1 ,38,99,,,*,,
26,IL,LA3922,P5L4,ab2 ,35,82,,,*,,
27,IL,LA3922,P5L4,ab3 ,40,104,,,*,,
28,IL,LA3922,P5L4,ad1 ,10,63,,,*,,
29,IL,LA3922,P5L4,ad2 ,6,59,,,*,,
30,IL,LA3922,P5L4,ad3 ,4,80,,,*,,
31,IL,LA3922,P6L4,ab1 ,12,54,,,*,,
32,IL,LA3922,P6L4,ab2 ,17,56,,,*,,
33,IL,LA3922,P6L4,ab3 ,21,76,,,*,,
34,IL,LA3922,P6L4,ad1 ,3,40,,,*,,
35,IL,LA3922,P6L4,ad2 ,2,35,,,*,,
36,IL,LA3922,P6L4,ad3 ,5,35,,,*,,
1,IL,LA3926,P1L4,ab1 ,32,89,,*,,,
2,IL,LA3926,P1L4,ab2 ,32,95,,*,,,
3,IL,LA3926,P1L4,ab3 ,36,103,,*,,,
4,IL,LA3926,P1L4,ad1 ,6,75,,*,,,
5,IL,LA3926,P1L4,ad2 ,9,80,,*,,,
6,IL,LA3926,P1L4,ad3 ,14,84,,*,,,
7,IL,LA3926,P2L4,ab1 ,51,125,,*,,,
8,IL,LA3926,P2L4,ab2 ,45,127,,*,,,
9,IL,LA3926,P2L4,ab3 ,48,122,,*,,,
10,IL,LA3926,P2L4,ad1 ,15,81,,*,,,
11,IL,LA3926,P2L4,ad2 ,16,122,,*,,,
12,IL,LA3926,P2L4,ad3 ,10,79,,*,,,
13,IL,LA3926,P3L4,ab1 ,43,135,,*,,,
14,IL,LA3926,P3L4,ab2 ,51,119,,*,,,
15,IL,LA3926,P3L4,ab3 ,45,112,,*,,,
16,IL,LA3926,P3L4,ad1 ,16,99,,*,,,
17,IL,LA3926,P3L4,ad2 ,17,95,,*,,,
18,IL,LA3926,P3L4,ad3 ,17,96,,*,,,
19,IL,LA3926,P4L4,ab1 ,31,71,,*,,,
20,IL,LA3926,P4L4,ab2 ,34,87,,*,,,
21,IL,LA3926,P4L4,ab3 ,34,91,,*,,,
22,IL,LA3926,P4L4,ad1 ,15,53,,*,,,
23,IL,LA3926,P4L4,ad2 ,15,56,,*,,,
24,IL,LA3926,P4L4,ad3 ,11,55,,*,,,
25,IL,LA3926,P5L4,ab1 ,38,133,,*,,,
26,IL,LA3926,P5L4,ab2 ,38,151,,*,,,
27,IL,LA3926,P5L4,ab3 ,37,123,,*,,,
28,IL,LA3926,P5L4,ad1 ,6,53,,*,,,
29,IL,LA3926,P5L4,ad2 ,12,88,,*,,,
30,IL,LA3926,P5L4,ad3 ,10,61,,*,,,
31,IL,LA3926,P6L4,ab1 ,30,79,,*,,,
32,IL,LA3926,P6L4,ab2 ,26,60,,*,,,
33,IL,LA3926,P6L4,ab3 ,32,70,,*,,,
34,IL,LA3926,P6L4,ad1 ,7,61,,*,,,
35,IL,LA3926,P6L4,ad2 ,9,53,,*,,,
36,IL,LA3926,P6L4,ad3 ,10,58,,*,,,
1,IL,LA3927,P1L4,ab1 ,32,90,,,*,,
2,IL,LA3927,P1L4,ab2 ,32,73,,,*,,
3,IL,LA3927,P1L4,ab3 ,32,76,,,*,,
4,IL,LA3927,P1L4,ad1 ,6,64,,,*,,
5,IL,LA3927,P1L4,ad2 ,3,60,,,*,,
6,IL,LA3927,P1L4,ad3 ,8,63,,,*,,
7,IL,LA3927,P2L4,ab1 ,23,68,,,*,,
8,IL,LA3927,P2L4,ab2 ,29,69,,,*,,
9,IL,LA3927,P2L4,ab3 ,29,79,,,*,,
10,IL,LA3927,P2L4,ad1 ,7,68,,,*,,
11,IL,LA3927,P2L4,ad2 ,5,72,,,*,,
12,IL,LA3927,P2L4,ad3 ,4,68,,,*,,
13,IL,LA3927,P3L4,ab1 ,23,63,,,*,,
14,IL,LA3927,P3L4,ab2 ,38,66,,,*,,
15,IL,LA3927,P3L4,ab3 ,28,71,,,*,,
16,IL,LA3927,P3L4,ad1 ,3,69,,,*,,
17,IL,LA3927,P3L4,ad2 ,3,76,,,*,,
18,IL,LA3927,P3L4,ad3 ,4,69,,,*,,
19,IL,LA3927,P4L4,ab1 ,25,66,,,*,,
20,IL,LA3927,P4L4,ab2 ,33,75,,,*,,
21,IL,LA3927,P4L4,ab3 ,31,82,,,*,,
22,IL,LA3927,P4L4,ad1 ,5,69,,,*,,
23,IL,LA3927,P4L4,ad2 ,5,69,,,*,,
24,IL,LA3927,P4L4,ad3 ,6,76,,,*,,
25,IL,LA3927,P5L4,ab1 ,30,77,,,*,,
26,IL,LA3927,P5L4,ab2 ,31,83,,,*,,
27,IL,LA3927,P5L4,ab3 ,35,72,,,*,,
28,IL,LA3927,P5L4,ad1 ,4,90,,,*,,
29,IL,LA3927,P5L4,ad2 ,8,80,,,*,,
30,IL,LA3927,P5L4,ad3 ,3,64,,,*,,
31,IL,LA3927,P6L4,ab1 ,26,68,,,*,,
32,IL,LA3927,P6L4,ab2 ,33,74,,,*,,
33,IL,LA3927,P6L4,ab3 ,32,86,,,*,,
34,IL,LA3927,P6L4,ad1 ,1,88,,,*,,
35,IL,LA3927,P6L4,ad2 ,2,66,,,*,,
36,IL,LA3927,P6L4,ad3 ,1,66,,,*,,
1,IL,LA3929,P1L4,ab1 ,58,121,*,*,,,
2,IL,LA3929,P1L4,ab2 ,52,126,*,*,,,
3,IL,LA3929,P1L4,ab3 ,60,143,*,*,,,
4,IL,LA3929,P1L4,ad1 ,18,104,*,*,,,
5,IL,LA3929,P1L4,ad2 ,13,120,*,*,,,
6,IL,LA3929,P1L4,ad3 ,17,117,*,*,,,
7,IL,LA3929,P2L4,ab1 ,25,131,*,*,,,
8,IL,LA3929,P2L4,ab2 ,28,97,*,*,,,
9,IL,LA3929,P2L4,ab3 ,32,118,*,*,,,
10,IL,LA3929,P2L4,ad1 ,13,85,*,*,,,
11,IL,LA3929,P2L4,ad2 ,14,79,*,*,,,
12,IL,LA3929,P2L4,ad3 ,18,90,*,*,,,
13,IL,LA3929,P3L4,ab1 ,40,103,*,*,,,
14,IL,LA3929,P3L4,ab2 ,36,91,*,*,,,
15,IL,LA3929,P3L4,ab3 ,36,99,*,*,,,
16,IL,LA3929,P3L4,ad1 ,4,86,*,*,,,
17,IL,LA3929,P3L4,ad2 ,7,109,*,*,,,
18,IL,LA3929,P3L4,ad3 ,4,100,*,*,,,
19,IL,LA3929,P4L4,ab1 ,22,97,*,*,,,
20,IL,LA3929,P4L4,ab2 ,18,71,*,*,,,
21,IL,LA3929,P4L4,ab3 ,18,89,*,*,,,
22,IL,LA3929,P4L4,ad1 ,7,61,*,*,,,
23,IL,LA3929,P4L4,ad2 ,10,82,*,*,,,
24,IL,LA3929,P4L4,ad3 ,10,88,*,*,,,
25,IL,LA3929,P5L4,ab1 ,37,77,*,*,,,
26,IL,LA3929,P5L4,ab2 ,35,85,*,*,,,
27,IL,LA3929,P5L4,ab3 ,30,65,*,*,,,
28,IL,LA3929,P5L4,ad1 ,5,58,*,*,,,
29,IL,LA3929,P5L4,ad2 ,3,61,*,*,,,
30,IL,LA3929,P5L4,ad3 ,7,59,*,*,,,
31,IL,LA3929,P6L4,ab1 ,45,125,*,*,,,
32,IL,LA3929,P6L4,ab2 ,48,115,*,*,,,
33,IL,LA3929,P6L4,ab3 ,49,115,*,*,,,
34,IL,LA3929,P6L4,ad1 ,12,117,*,*,,,
35,IL,LA3929,P6L4,ad2 ,11,89,*,*,,,
36,IL,LA3929,P6L4,ad3 ,11,89,*,*,,,
1,IL,LA3930,P1L4,ab1 ,33,81,*,*,,,
2,IL,LA3930,P1L4,ab2 ,30,77,*,*,,,
3,IL,LA3930,P1L4,ab3 ,35,74,*,*,,,
4,IL,LA3930,P1L4,ad1 ,8,88,*,*,,,
5,IL,LA3930,P1L4,ad2 ,8,89,*,*,,,
6,IL,LA3930,P1L4,ad3 ,5,81,*,*,,,
